"ID","CNword","BH"
15488,"壁",16
15489,"壂",16
15490,"壃",16
15491,"壄",16
15492,"壅",16
15493,"壆",16
15494,"壇",16
15495,"壈",16
15496,"壉",16
15497,"壊",16
15498,"壋",16
15499,"壌",16
15500,"壒",16
15501,"夁",16
15502,"奮",16
15503,"奯",16
15504,"嬐",16
15505,"嬑",16
15506,"嬒",16
15507,"嬓",16
15508,"嬔",16
15509,"嬕",16
15510,"嬖",16
15511,"嬗",16
15512,"嬙",16
15513,"嬚",16
15514,"嬛",16
15515,"嬜",16
15516,"嬝",16
15517,"嬟",16
15518,"嬠",16
15519,"嬡",16
15520,"嬢",16
15521,"嬨",16
15522,"嬩",16
15523,"嬳",16
15524,"嬴",16
15525,"學",16
15526,"孹",16
15527,"寰",16
15528,"嶦",16
15529,"嶧",16
15530,"嶨",16
15531,"嶩",16
15532,"嶪",16
15533,"嶫",16
15534,"嶬",16
15535,"嶭",16
15536,"嶮",16
15537,"嶰",16
15538,"嶳",16
15539,"嶵",16
15540,"嶶",16
15541,"嶼",16
15542,"幦",16
15543,"幧",16
15544,"幨",16
15545,"幪",16
15546,"幯",16
15547,"廥",16
15548,"廦",16
15549,"廧",16
15550,"廨",16
15551,"廩",16
15552,"廪",16
15553,"彇",16
15554,"彊",16
15555,"彋",16
15556,"彛",16
15557,"彜",16
15558,"徻",16
15559,"徼",16
15560,"憊",16
15561,"憌",16
15562,"憑",16
15563,"憖",16
15564,"憗",16
15565,"憙",16
15566,"憝",16
15567,"憠",16
15568,"憥",16
15569,"憩",16
15570,"憲",16
15571,"憴",16
15572,"憶",16
15573,"憷",16
15574,"憸",16
15575,"憹",16
15576,"憺",16
15577,"憻",16
15578,"憼",16
15579,"憾",16
15580,"憿",16
15581,"懀",16
15582,"懁",16
15583,"懄",16
15584,"懅",16
15585,"懆",16
15586,"懈",16
15587,"懊",16
15588,"懌",16
15589,"懍",16
15590,"懎",16
15591,"懐",16
15592,"懒",16
15593,"懓",16
15594,"懔",16
15595,"懙",16
15596,"懜",16
15597,"懞",16
15598,"戰",16
15599,"戱",16
15600,"撉",16
15601,"撼",16
15602,"撽",16
15603,"撿",16
15604,"擀",16
15605,"擁",16
15606,"擂",16
15607,"擃",16
15608,"擄",16
15609,"擅",16
15610,"擇",16
15611,"擈",16
15612,"擉",16
15613,"擋",16
15614,"擌",16
15615,"操",16
15616,"擎",16
15617,"擐",16
15618,"擑",16
15619,"擓",16
15620,"擔",16
15621,"擗",16
15622,"擙",16
15623,"據",16
15624,"擜",16
15625,"擝",16
15626,"擞",16
15627,"擭",16
15628,"擳",16
15629,"攳",16
15630,"整",16
15631,"敼",16
15632,"敽",16
15633,"敾",16
15634,"敿",16
15635,"斓",16
15636,"斴",16
15637,"旘",16
15638,"旙",16
15639,"暸",16
15640,"暺",16
15641,"暻",16
15642,"暽",16
15643,"暾",16
15644,"暿",16
15645,"曀",16
15646,"曁",16
15647,"曆",16
15648,"曇",16
15649,"曈",16
15650,"曉",16
15651,"曊",16
15652,"曋",16
15653,"曌",16
15654,"曍",16
15655,"曔",16
15656,"朆",16
15657,"朣",16
15658,"朤",16
15659,"朥",16
15660,"樨",16
15661,"樲",16
15662,"樳",16
15663,"樴",16
15664,"樵",16
15665,"樶",16
15666,"樷",16
15667,"樸",16
15668,"樹",16
15669,"樻",16
15670,"樼",16
15671,"樽",16
15672,"樾",16
15673,"樿",16
15674,"橀",16
15675,"橁",16
15676,"橂",16
15677,"橃",16
15678,"橅",16
15679,"橆",16
15680,"橇",16
15681,"橈",16
15682,"橉",16
15683,"橊",16
15684,"橋",16
15685,"橌",16
15686,"橍",16
15687,"橎",16
15688,"橏",16
15689,"橐",16
15690,"橑",16
15691,"橒",16
15692,"橓",16
15693,"橔",16
15694,"橕",16
15695,"橖",16
15696,"橘",16
15697,"橙",16
15698,"橛",16
15699,"橜",16
15700,"橝",16
15701,"橞",16
15702,"機",16
15703,"橠",16
15704,"橣",16
15705,"橤",16
15706,"橦",16
15707,"橧",16
15708,"橨",16
15709,"橩",16
15710,"橪",16
15711,"橫",16
15712,"橬",16
15713,"橭",16
15714,"橮",16
15715,"橯",16
15716,"橰",16
15717,"橱",16
15718,"橲",16
15719,"橳",16
15720,"橴",16
15721,"橵",16
15722,"橶",16
15723,"橷",16
15724,"橸",16
15725,"橹",16
15726,"橺",16
15727,"橻",16
15728,"橼",16
15729,"橽",16
15730,"檃",16
15731,"檇",16
15732,"檎",16
15733,"檖",16
15734,"檙",16
15735,"檝",16
15736,"檠",16
15737,"檤",16
15738,"檧",16
15739,"檨",16
15740,"歕",16
15741,"歖",16
15742,"歘",16
15743,"歙",16
15744,"歚",16
15745,"歷",16
15746,"殧",16
15747,"殨",16
15748,"殪",16
15749,"殫",16
15750,"毇",16
15751,"毈",16
15752,"氃",16
15753,"氄",16
15754,"氅",16
15755,"氆",16
15756,"氇",16
15757,"潚",16
15758,"潞",16
15759,"澃",16
15760,"澞",16
15761,"澟",16
15762,"澠",16
15763,"澡",16
15764,"澢",16
15765,"澣",16
15766,"澤",16
15767,"澥",16
15768,"澦",16
15769,"澧",16
15770,"澨",16
15771,"澪",16
15772,"澫",16
15773,"澬",16
15774,"澭",16
15775,"澮",16
15776,"澯",16
15777,"澰",16
15778,"澱",16
15779,"澲",16
15780,"澴",16
15781,"澵",16
15782,"澶",16
15783,"澷",16
15784,"澸",16
15785,"澹",16
15786,"澺",16
15787,"澼",16
15788,"澽",16
15789,"澿",16
15790,"激",16
15791,"濁",16
15792,"濂",16
15793,"濃",16
15794,"濅",16
15795,"濇",16
15796,"濈",16
15797,"濉",16
15798,"濊",16
15799,"濋",16
15800,"濍",16
15801,"濏",16
15802,"濑",16
15803,"濒",16
15804,"濓",16
15805,"濖",16
15806,"濗",16
15807,"濛",16
15808,"濨",16
15809,"濩",16
15810,"濸",16
15811,"瀄",16
15812,"熶",16
15813,"熷",16
15814,"熸",16
15815,"熹",16
15816,"熺",16
15817,"熻",16
15818,"熾",16
15819,"燀",16
15820,"燂",16
15821,"燃",16
15822,"燄",16
15823,"燅",16
15824,"燆",16
15825,"燇",16
15826,"燈",16
15827,"燉",16
15828,"燊",16
15829,"燋",16
15830,"燌",16
15831,"燍",16
15832,"燎",16
15833,"燏",16
15834,"燐",16
15835,"燑",16
15836,"燒",16
15837,"燓",16
15838,"燔",16
15839,"燕",16
15840,"燖",16
15841,"燗",16
15842,"燘",16
15843,"燙",16
15844,"燚",16
15845,"燛",16
15846,"燜",16
15847,"燝",16
15848,"燞",16
15849,"營",16
15850,"燠",16
15851,"燤",16
15852,"燧",16
15853,"燪",16
15854,"燵",16
15855,"犜",16
15856,"犝",16
15857,"犞",16
15858,"犟",16
15859,"獣",16
15860,"獥",16
15861,"獧",16
15862,"獨",16
15863,"獩",16
15864,"獪",16
15865,"獫",16
15866,"獬",16
15867,"獭",16
15868,"獲",16
15869,"獴",16
15870,"瑿",16
15871,"璏",16
15872,"璑",16
15873,"璒",16
15874,"璔",16
15875,"璕",16
15876,"璘",16
15877,"璙",16
15878,"璚",16
15879,"璝",16
15880,"璞",16
15881,"璟",16
15882,"璠",16
15883,"璢",16
15884,"璣",16
15885,"璤",16
15886,"璥",16
15887,"璭",16
15888,"璲",16
15889,"瓢",16
15890,"甏",16
15891,"甐",16
15892,"甑",16
15893,"甒",16
15894,"疀",16
15895,"疁",16
15896,"疂",16
15897,"瘬",16
15898,"瘭",16
15899,"瘮",16
15900,"瘯",16
15901,"瘰",16
15902,"瘱",16
15903,"瘲",16
15904,"瘳",16
15905,"瘴",16
15906,"瘵",16
15907,"瘶",16
15908,"瘷",16
15909,"瘸",16
15910,"瘹",16
15911,"瘺",16
15912,"瘻",16
15913,"瘽",16
15914,"瘾",16
15915,"瘿",16
15916,"癀",16
15917,"癃",16
15918,"皟",16
15919,"皠",16
15920,"皡",16
15921,"皻",16
15922,"盥",16
15923,"盦",16
15924,"盧",16
15925,"瞔",16
15926,"瞕",16
15927,"瞖",16
15928,"瞗",16
15929,"瞘",16
15930,"瞚",16
15931,"瞛",16
15932,"瞜",16
15933,"瞞",16
15934,"瞟",16
15935,"瞠",16
15936,"瞡",16
15937,"瞣",16
15938,"瞥",16
15939,"瞰",16
15940,"磖",16
15941,"磚",16
15942,"磛",16
15943,"磜",16
15944,"磞",16
15945,"磟",16
15946,"磠",16
15947,"磡",16
15948,"磢",16
15949,"磣",16
15950,"磥",16
15951,"磦",16
15952,"磧",16
15953,"磨",16
15954,"磩",16
15955,"磪",16
15956,"磫",16
15957,"磬",16
15958,"磭",16
15959,"磮",16
15960,"磲",16
15961,"磺",16
15962,"禧",16
15963,"禨",16
15964,"禪",16
15965,"禫",16
15966,"禭",16
15967,"穄",16
15968,"穅",16
15969,"穆",16
15970,"穇",16
15971,"穈",16
15972,"穋",16
15973,"穌",16
15974,"積",16
15975,"穎",16
15976,"穏",16
15977,"穐",16
15978,"穑",16
15979,"穒",16
15980,"穓",16
15981,"穔",16
15982,"窵",16
15983,"窶",16
15984,"窷",16
15985,"窸",16
15986,"窹",16
15987,"窺",16
15988,"窻",16
15989,"窼",16
15990,"窽",16
15991,"窿",16
15992,"竱",16
15993,"築",16
15994,"篔",16
15995,"篕",16
15996,"篖",16
15997,"篗",16
15998,"篘",16
15999,"篙",16
16000,"篚",16
16001,"篛",16
16002,"篜",16
16003,"篝",16
16004,"篞",16
16005,"篟",16
16006,"篠",16
16007,"篡",16
16008,"篢",16
16009,"篣",16
16010,"篤",16
16011,"篥",16
16012,"篦",16
16013,"篧",16
16014,"篩",16
16015,"篪",16
16016,"篫",16
16017,"篬",16
16018,"篭",16
16019,"篮",16
16020,"篯",16
16021,"篰",16
16022,"篱",16
16023,"篳",16
16024,"篴",16
16025,"篷",16
16026,"簉",16
16027,"簑",16
16028,"簔",16
16029,"糏",16
16030,"糐",16
16031,"糑",16
16032,"糒",16
16033,"糓",16
16034,"糕",16
16035,"糖",16
16036,"糗",16
16037,"糘",16
16038,"糙",16
16039,"糚",16
16040,"糢",16
16041,"緻",16
16042,"縈",16
16043,"縉",16
16044,"縊",16
16045,"縍",16
16046,"縏",16
16047,"縐",16
16048,"縑",16
16049,"縓",16
16050,"縔",16
16051,"縕",16
16052,"縖",16
16053,"縗",16
16054,"縘",16
16055,"縙",16
16056,"縚",16
16057,"縛",16
16058,"縜",16
16059,"縝",16
16060,"縞",16
16061,"縟",16
16062,"縠",16
16063,"縡",16
16064,"縢",16
16065,"縣",16
16066,"縤",16
16067,"縥",16
16068,"縦",16
16069,"縧",16
16070,"縨",16
16071,"縪",16
16072,"縫",16
16073,"縭",16
16074,"縸",16
16075,"縺",16
16076,"缰",16
16077,"缱",16
16078,"缲",16
16079,"缳",16
16080,"缴",16
16081,"罃",16
16082,"罹",16
16083,"罺",16
16084,"罻",16
16085,"羱",16
16086,"羲",16
16087,"翮",16
16088,"翯",16
16089,"翰",16
16090,"翱",16
16091,"翴",16
16092,"耨",16
16093,"耩",16
16094,"耪",16
16095,"聬",16
16096,"聮",16
16097,"聱",16
16098,"膙",16
16099,"膦",16
16100,"膧",16
16101,"膨",16
16102,"膩",16
16103,"膪",16
16104,"膫",16
16105,"膬",16
16106,"膭",16
16107,"膮",16
16108,"膯",16
16109,"膰",16
16110,"膱",16
16111,"膲",16
16112,"膳",16
16113,"膴",16
16114,"膶",16
16115,"膸",16
16116,"膹",16
16117,"臇",16
16118,"臈",16
16119,"臲",16
16120,"臻",16
16121,"興",16
16122,"舉",16
16123,"舘",16
16124,"艕",16
16125,"艗",16
16126,"艙",16
16127,"蕗",16
16128,"蕭",16
16129,"蕶",16
16130,"蕷",16
16131,"蕹",16
16132,"蕻",16
16133,"蕼",16
16134,"蕽",16
16135,"蕾",16
16136,"蕿",16
16137,"薀",16
16138,"薂",16
16139,"薃",16
16140,"薄",16
16141,"薅",16
16142,"薆",16
16143,"薇",16
16144,"薈",16
16145,"薉",16
16146,"薊",16
16147,"薋",16
16148,"薍",16
16149,"薎",16
16150,"薏",16
16151,"薐",16
16152,"薑",16
16153,"薒",16
16154,"薓",16
16155,"薔",16
16156,"薕",16
16157,"薗",16
16158,"薙",16
16159,"薚",16
16160,"薛",16
16161,"薜",16
16162,"薝",16
16163,"薞",16
16164,"薟",16
16165,"薠",16
16166,"薢",16
16167,"薣",16
16168,"薤",16
16169,"薥",16
16170,"薦",16
16171,"薧",16
16172,"薨",16
16173,"薩",16
16174,"薪",16
16175,"薫",16
16176,"薬",16
16177,"薭",16
16178,"薮",16
16179,"薯",16
16180,"薳",16
16181,"薽",16
16182,"藇",16
16183,"虣",16
16184,"虤",16
16185,"虥",16
16186,"虦",16
16187,"螃",16
16188,"螄",16
16189,"螅",16
16190,"螇",16
16191,"螈",16
16192,"螉",16
16193,"螊",16
16194,"螌",16
16195,"融",16
16196,"螎",16
16197,"螏",16
16198,"螐",16
16199,"螑",16
16200,"螒",16
16201,"螓",16
16202,"螔",16
16203,"螕",16
16204,"螗",16
16205,"螘",16
16206,"螙",16
16207,"螚",16
16208,"螛",16
16209,"螜",16
16210,"螞",16
16211,"螟",16
16212,"螠",16
16213,"螡",16
16214,"螢",16
16215,"螣",16
16216,"螤",16
16217,"螥",16
16218,"螦",16
16219,"螧",16
16220,"螨",16
16221,"螩",16
16222,"螭",16
16223,"螯",16
16224,"螴",16
16225,"螶",16
16226,"蟆",16
16227,"蟇",16
16228,"蟒",16
16229,"衞",16
16230,"衟",16
16231,"衠",16
16232,"衡",16
16233,"褧",16
16234,"褩",16
16235,"褭",16
16236,"褮",16
16237,"褰",16
16238,"褱",16
16239,"褶",16
16240,"褷",16
16241,"褸",16
16242,"褹",16
16243,"褾",16
16244,"褿",16
16245,"襀",16
16246,"襂",16
16247,"襐",16
16248,"襒",16
16249,"襔",16
16250,"覦",16
16251,"覧",16
16252,"覨",16
16253,"親",16
16254,"觱",16
16255,"諜",16
16256,"諝",16
16257,"諞",16
16258,"諟",16
16259,"諠",16
16260,"諡",16
16261,"諢",16
16262,"諤",16
16263,"諥",16
16264,"諦",16
16265,"諧",16
16266,"諨",16
16267,"諩",16
16268,"諪",16
16269,"諫",16
16270,"諬",16
16271,"諭",16
16272,"諮",16
16273,"諯",16
16274,"諰",16
16275,"諱",16
16276,"諲",16
16277,"諳",16
16278,"諴",16
16279,"諵",16
16280,"諶",16
16281,"諷",16
16282,"諹",16
16283,"諺",16
16284,"諻",16
16285,"諼",16
16286,"諽",16
16287,"諿",16
16288,"謀",16
16289,"謁",16
16290,"謂",16
16291,"謃",16
16292,"謉",16
16293,"謊",16
16294,"謎",16
16295,"謏",16
16296,"謔",16
16297,"豭",16
16298,"豮",16
16299,"豱",16
16300,"貐",16
16301,"貑",16
16302,"貒",16
16303,"賮",16
16304,"賯",16
16305,"賰",16
16306,"賱",16
16307,"賲",16
16308,"賳",16
16309,"賴",16
16310,"賵",16
16311,"赝",16
16312,"赞",16
16313,"赟",16
16314,"赠",16
16315,"赬",16
16316,"赮",16
16317,"趥",16
16318,"趦",16
16319,"趧",16
16320,"踰",16
16321,"踱",16
16322,"踲",16
16323,"踳",16
16324,"踴",16
16325,"踵",16
16326,"踶",16
16327,"踸",16
16328,"踹",16
16329,"踼",16
16330,"踽",16
16331,"踾",16
16332,"踿",16
16333,"蹀",16
16334,"蹁",16
16335,"蹂",16
16336,"蹄",16
16337,"蹅",16
16338,"蹆",16
16339,"蹉",16
16340,"躽",16
16341,"躾",16
16342,"輭",16
16343,"輮",16
16344,"輯",16
16345,"輰",16
16346,"輱",16
16347,"輲",16
16348,"輳",16
16349,"輴",16
16350,"輵",16
16351,"輶",16
16352,"輷",16
16353,"輸",16
16354,"輹",16
16355,"輺",16
16356,"輻",16
16357,"輼",16
16358,"辙",16
16359,"辚",16
16360,"辥",16
16361,"辦",16
16362,"辧",16
16363,"辨",16
16364,"辩",16
16365,"遽",16
16366,"遾",16
16367,"避",16
16368,"邀",16
16369,"邂",16
16370,"還",16
16371,"邅",16
16372,"郺",16
16373,"鄹",16
16374,"鄺",16
16375,"醍",16
16376,"醎",16
16377,"醐",16
16378,"醑",16
16379,"醒",16
16380,"醓",16
16381,"醔",16
16382,"醕",16
16383,"醖",16
16384,"醗",16
16385,"醙",16
16386,"醚",16
16387,"醛",16
16388,"醜",16
16389,"醝",16
16390,"鋷",16
16391,"鋸",16
16392,"鋹",16
16393,"鋺",16
16394,"鋻",16
16395,"鋼",16
16396,"鋽",16
16397,"鋾",16
16398,"鋿",16
16399,"錀",16
16400,"錁",16
16401,"錂",16
16402,"錃",16
16403,"錄",16
16404,"錅",16
16405,"錆",16
16406,"錇",16
16407,"錈",16
16408,"錉",16
16409,"錊",16
16410,"錋",16
16411,"錌",16
16412,"錍",16
16413,"錎",16
16414,"錏",16
16415,"錐",16
16416,"錑",16
16417,"錓",16
16418,"錔",16
16419,"錕",16
16420,"錖",16
16421,"錗",16
16422,"錘",16
16423,"錙",16
16424,"錚",16
16425,"錛",16
16426,"錜",16
16427,"錝",16
16428,"錞",16
16429,"錟",16
16430,"錠",16
16431,"錡",16
16432,"錢",16
16433,"錣",16
16434,"錤",16
16435,"錥",16
16436,"錦",16
16437,"錧",16
16438,"錨",16
16439,"錩",16
16440,"錪",16
16441,"錫",16
16442,"錬",16
16443,"錭",16
16444,"錮",16
16445,"錯",16
16446,"錰",16
16447,"錱",16
16448,"録",16
16449,"錳",16
16450,"錴",16
16451,"錶",16
16452,"錷",16
16453,"錸",16
16454,"錹",16
16455,"錼",16
16456,"錽",16
16457,"錾",16
16458,"錿",16
16459,"鍀",16
16460,"鍁",16
16461,"鍂",16
16462,"鍃",16
16463,"鍄",16
16464,"鍅",16
16465,"鍆",16
16466,"鍈",16
16467,"鍋",16
16468,"鍣",16
16469,"鍩",16
16470,"鍵",16
16471,"鍺",16
16472,"鎁",16
16473,"鎯",16
16474,"镖",16
16475,"镗",16
16476,"镘",16
16477,"镙",16
16478,"镚",16
16479,"镛",16
16480,"镜",16
16481,"镝",16
16482,"镞",16
16483,"镟",16
16484,"镠",16
16485,"镼",16
16486,"閵",16
16487,"閶",16
16488,"閷",16
16489,"閸",16
16490,"閹",16
16491,"閺",16
16492,"閻",16
16493,"閼",16
16494,"閽",16
16495,"閾",16
16496,"閿",16
16497,"闀",16
16498,"闁",16
16499,"闂",16
16500,"闍",16
16501,"隬",16
16502,"隭",16
16503,"隮",16
16504,"隯",16
16505,"隰",16
16506,"隱",16
16507,"隲",16
16508,"隷",16
16509,"雔",16
16510,"雕",16
16511,"霋",16
16512,"霌",16
16513,"霍",16
16514,"霎",16
16515,"霏",16
16516,"霐",16
16517,"霑",16
16518,"霒",16
16519,"霓",16
16520,"霔",16
16521,"霕",16
16522,"霖",16
16523,"霗",16
16524,"霙",16
16525,"靛",16
16526,"靜",16
16527,"靦",16
16528,"鞓",16
16529,"鞔",16
16530,"鞕",16
16531,"鞖",16
16532,"鞘",16
16533,"鞙",16
16534,"韒",16
16535,"韸",16
16536,"頤",16
16537,"頥",16
16538,"頭",16
16539,"頮",16
16540,"頯",16
16541,"頰",16
16542,"頱",16
16543,"頳",16
16544,"頴",16
16545,"頵",16
16546,"頶",16
16547,"頷",16
16548,"頸",16
16549,"頹",16
16550,"頺",16
16551,"頻",16
16552,"頼",16
16553,"頽",16
16554,"颞",16
16555,"颟",16
16556,"颠",16
16557,"颡",16
16558,"颴",16
16559,"颵",16
16560,"飙",16
16561,"飚",16
16562,"餐",16
16563,"餚",16
16564,"餛",16
16565,"餜",16
16566,"餝",16
16567,"餞",16
16568,"餟",16
16569,"餠",16
16570,"餡",16
16571,"餢",16
16572,"餣",16
16573,"餤",16
16574,"餦",16
16575,"餧",16
16576,"館",16
16577,"餩",16
16578,"馞",16
16579,"馟",16
16580,"馠",16
16581,"駡",16
16582,"駢",16
16583,"駣",16
16584,"駤",16
16585,"駥",16
16586,"駦",16
16587,"駧",16
16588,"駨",16
16589,"駩",16
16590,"駪",16
16591,"駫",16
16592,"駬",16
16593,"駭",16
16594,"駮",16
16595,"駯",16
16596,"駰",16
16597,"駱",16
16598,"駲",16
16599,"駳",16
16600,"骽",16
16601,"骾",16
16602,"髭",16
16603,"髵",16
16604,"髶",16
16605,"髷",16
16606,"髸",16
16607,"髹",16
16608,"髺",16
16609,"髻",16
16610,"鬇",16
16611,"鬨",16
16612,"鬳",16
16613,"魈",16
16614,"魉",16
16615,"魺",16
16616,"魻",16
16617,"魼",16
16618,"魽",16
16619,"魾",16
16620,"魿",16
16621,"鮀",16
16622,"鮁",16
16623,"鮂",16
16624,"鮃",16
16625,"鮄",16
16626,"鮅",16
16627,"鮇",16
16628,"鮈",16
16629,"鮉",16
16630,"鮊",16
16631,"鮋",16
16632,"鮌",16
16633,"鮍",16
16634,"鮎",16
16635,"鮏",16
16636,"鮐",16
16637,"鮑",16
16638,"鮒",16
16639,"鮓",16
16640,"鮕",16
16641,"鮖",16
16642,"鮗",16
16643,"鮘",16
16644,"鮣",16
16645,"鲭",16
16646,"鲮",16
16647,"鲯",16
16648,"鲰",16
16649,"鲱",16
16650,"鲲",16
16651,"鲳",16
16652,"鲴",16
16653,"鲵",16
16654,"鲶",16
16655,"鲷",16
16656,"鲸",16
16657,"鲹",16
16658,"鲺",16
16659,"鲻",16
16660,"鴊",16
16661,"鴏",16
16662,"鴐",16
16663,"鴑",16
16664,"鴒",16
16665,"鴓",16
16666,"鴕",16
16667,"鴖",16
16668,"鴗",16
16669,"鴘",16
16670,"鴙",16
16671,"鴚",16
16672,"鴛",16
16673,"鴝",16
16674,"鴞",16
16675,"鴟",16
16676,"鴠",16
16677,"鴡",16
16678,"鴢",16
16679,"鴣",16
16680,"鴤",16
16681,"鴥",16
16682,"鴦",16
16683,"鴧",16
16684,"鴨",16
16685,"鴩",16
16686,"鴪",16
16687,"鴫",16
16688,"鴬",16
16689,"鹥",16
16690,"鹦",16
16691,"鹧",16
16692,"鹨",16
16693,"鹷",16
16694,"鹾",16
16695,"麅",16
16696,"麆",16
16697,"麇",16
16698,"麈",16
16699,"麬",16
16700,"麭",16
16701,"麮",16
16702,"麺",16
16703,"黇",16
16704,"黈",16
16705,"黉",16
16706,"黔",16
16707,"黕",16
16708,"黖",16
16709,"黗",16
16710,"默",16
16711,"黺",16
16712,"鼼",16
16713,"鼽",16
16714,"齓",16
16715,"龍",16
16716,"償",17
16717,"儠",17
16718,"儡",17
16719,"儢",17
16720,"儤",17
16721,"儥",17
16722,"儦",17
16723,"儧",17
16724,"儨",17
16725,"儩",17
16726,"優",17
16727,"儬",17
16728,"儰",17
16729,"儲",17
16730,"凟",17
16731,"劕",17
16732,"勴",17
16733,"勶",17
16734,"匵",17
16735,"厳",17
16736,"噽",17
16737,"噾",17
16738,"噿",17
16739,"嚀",17
16740,"嚁",17
16741,"嚂",17
16742,"嚅",17
16743,"嚇",17
16744,"嚈",17
16745,"嚉",17
16746,"嚊",17
16747,"嚋",17
16748,"嚌",17
16749,"嚍",17
16750,"嚎",17
16751,"嚏",17
16752,"嚐",17
16753,"嚑",17
16754,"嚒",17
16755,"嚓",17
16756,"嚝",17
16757,"嚮",17
16758,"嚺",17
16759,"壍",17
16760,"壎",17
16761,"壏",17
16762,"壐",17
16763,"壑",17
16764,"壓",17
16765,"壔",17
16766,"壕",17
16767,"壖",17
16768,"壗",17
16769,"壙",17
16770,"嬣",17
16771,"嬤",17
16772,"嬥",17
16773,"嬦",17
16774,"嬧",17
16775,"嬪",17
16776,"嬫",17
16777,"嬬",17
16778,"嬭",17
16779,"嬮",17
16780,"嬯",17
16781,"嬰",17
16782,"嬱",17
16783,"嬲",17
16784,"嬵",17
16785,"嬶",17
16786,"嬷",17
16787,"嬺",17
16788,"孺",17
16789,"孻",17
16790,"寱",17
16791,"寲",17
16792,"尶",17
16793,"尷",17
16794,"屨",17
16795,"嶷",17
16796,"嶸",17
16797,"嶹",17
16798,"嶺",17
16799,"嶻",17
16800,"嶽",17
16801,"嶾",17
16802,"嶿",17
16803,"巁",17
16804,"幫",17
16805,"幬",17
16806,"幭",17
16807,"彌",17
16808,"彍",17
16809,"徽",17
16810,"徾",17
16811,"憵",17
16812,"懃",17
16813,"懇",17
16814,"應",17
16815,"懋",17
16816,"懑",17
16817,"懗",17
16818,"懚",17
16819,"懛",17
16820,"懝",17
16821,"懠",17
16822,"懡",17
16823,"懢",17
16824,"懤",17
16825,"懥",17
16826,"懦",17
16827,"懧",17
16828,"懨",17
16829,"懩",17
16830,"懭",17
16831,"懱",17
16832,"戲",17
16833,"戴",17
16834,"擊",17
16835,"擘",17
16836,"擟",17
16837,"擠",17
16838,"擡",17
16839,"擢",17
16840,"擣",17
16841,"擤",17
16842,"擦",17
16843,"擧",17
16844,"擨",17
16845,"擩",17
16846,"擫",17
16847,"擬",17
16848,"擮",17
16849,"擯",17
16850,"擰",17
16851,"擱",17
16852,"擲",17
16853,"擴",17
16854,"擿",17
16855,"攁",17
16856,"攃",17
16857,"斀",17
16858,"斁",17
16859,"斂",17
16860,"斃",17
16861,"斣",17
16862,"斵",17
16863,"斶",17
16864,"旚",17
16865,"曎",17
16866,"曐",17
16867,"曑",17
16868,"曒",17
16869,"曓",17
16870,"曕",17
16871,"曖",17
16872,"曗",17
16873,"曙",17
16874,"曚",17
16875,"朦",17
16876,"橚",17
16877,"橾",17
16878,"橿",17
16879,"檀",17
16880,"檁",17
16881,"檂",17
16882,"檄",17
16883,"檅",17
16884,"檆",17
16885,"檈",17
16886,"檉",17
16887,"檊",17
16888,"檋",17
16889,"檌",17
16890,"檍",17
16891,"檏",17
16892,"檐",17
16893,"檑",17
16894,"檒",17
16895,"檓",17
16896,"檔",17
16897,"檕",17
16898,"檗",17
16899,"檘",17
16900,"檚",17
16901,"檜",17
16902,"檞",17
16903,"檟",17
16904,"檡",17
16905,"檢",17
16906,"檣",17
16907,"檥",17
16908,"檦",17
16909,"檩",17
16910,"檪",17
16911,"檬",17
16912,"檴",17
16913,"櫆",17
16914,"櫛",17
16915,"櫣",17
16916,"歗",17
16917,"歛",17
16918,"歜",17
16919,"歝",17
16920,"歟",17
16921,"殩",17
16922,"殬",17
16923,"殭",17
16924,"殮",17
16925,"毚",17
16926,"氈",17
16927,"氉",17
16928,"氊",17
16929,"氋",17
16930,"澀",17
16931,"澩",17
16932,"濌",17
16933,"濔",17
16934,"濕",17
16935,"濘",17
16936,"濙",17
16937,"濚",17
16938,"濜",17
16939,"濝",17
16940,"濞",17
16941,"濟",17
16942,"濠",17
16943,"濡",17
16944,"濢",17
16945,"濣",17
16946,"濤",17
16947,"濥",17
16948,"濦",17
16949,"濧",17
16950,"濪",17
16951,"濫",17
16952,"濬",17
16953,"濭",17
16954,"濮",17
16955,"濯",17
16956,"濰",17
16957,"濱",17
16958,"濲",17
16959,"濴",17
16960,"濵",17
16961,"濶",17
16962,"濹",17
16963,"濻",17
16964,"濿",17
16965,"瀁",17
16966,"瀇",17
16967,"瀎",17
16968,"瀞",17
16969,"瀡",17
16970,"熽",17
16971,"燡",17
16972,"燢",17
16973,"燣",17
16974,"燥",17
16975,"燦",17
16976,"燨",17
16977,"燩",17
16978,"燫",17
16979,"燬",17
16980,"燭",17
16981,"燮",17
16982,"燯",17
16983,"燰",17
16984,"燱",17
16985,"燲",17
16986,"燳",17
16987,"燴",17
16988,"燶",17
16989,"燷",17
16990,"爵",17
16991,"牆",17
16992,"犠",17
16993,"獮",17
16994,"獯",17
16995,"獰",17
16996,"獱",17
16997,"獳",17
16998,"獷",17
16999,"璐",17
17000,"璗",17
17001,"璛",17
17002,"璦",17
17003,"璨",17
17004,"璩",17
17005,"璪",17
17006,"璫",17
17007,"璬",17
17008,"璮",17
17009,"璯",17
17010,"環",17
17011,"璱",17
17012,"璳",17
17013,"璴",17
17014,"璵",17
